play_id,game_id,defteam,game_date,home_team,play_type,game_half,qtr,penalty_team,penalty_player_id,penalty_yards,penalty_type
393,2009091000,PIT,2009-09-10,PIT,run,Half1,1,PIT,00-0022119,15,Unnecessary Roughness
646,2009091000,PIT,2009-09-10,PIT,no_play,Half1,1,TEN,00-0023548,5,Illegal Formation
1110,2009091000,TEN,2009-09-10,PIT,run,Half1,2,PIT,00-0017162,10,Offensive Holding
1142,2009091000,TEN,2009-09-10,PIT,no_play,Half1,2,PIT,00-0022785,10,Offensive Holding
1527,2009091000,PIT,2009-09-10,PIT,pass,Half1,2,PIT,00-0022119,15,NA
2120,2009091000,TEN,2009-09-10,PIT,no_play,Half1,2,PIT,00-0026901,5,Illegal Formation
2850,2009091000,PIT,2009-09-10,PIT,no_play,Half2,3,TEN,00-0023548,5,Illegal Formation
3319,2009091000,TEN,2009-09-10,PIT,no_play,Half2,4,TEN,00-0020382,5,Encroachment
3504,2009091000,TEN,2009-09-10,PIT,no_play,Half2,4,PIT,00-0022924,5,Delay of Game
3881,2009091000,PIT,2009-09-10,PIT,no_play,Half2,4,TEN,00-0023548,3,False Start
370,2009091304,MIN,2009-09-13,CLE,pass,Half1,1,CLE,00-0023438,10,Illegal Block Above the Waist
1176,2009091304,MIN,2009-09-13,CLE,no_play,Half1,2,MIN,00-0024263,28,Defensive Pass Interference
1512,2009091304,MIN,2009-09-13,CLE,no_play,Half1,2,CLE,00-0023438,5,False Start
2031,2009091304,CLE,2009-09-13,CLE,no_play,Half2,3,MIN,00-0005106,5,Delay of Game
2121,2009091304,CLE,2009-09-13,CLE,no_play,Half2,3,CLE,00-0025527,16,Defensive Pass Interference
2758,2009091304,MIN,2009-09-13,CLE,no_play,Half2,4,MIN,00-0022073,5,Encroachment
2848,2009091304,MIN,2009-09-13,CLE,no_play,Half2,4,CLE,00-0027130,5,False Start
3074,2009091304,MIN,2009-09-13,CLE,no_play,Half2,4,CLE,00-0025390,5,False Start
3320,2009091304,MIN,2009-09-13,CLE,no_play,Half2,4,CLE,00-0019666,5,False Start
3885,2009091304,MIN,2009-09-13,CLE,no_play,Half2,4,CLE,0,10,Offensive Holding
659,2009091307,DET,2009-09-13,NO,no_play,Half1,1,NO,00-0022078,5,False Start
1159,2009091307,DET,2009-09-13,NO,no_play,Half1,2,DET,0,5,Defensive Offside
1579,2009091307,DET,2009-09-13,NO,pass,Half1,2,DET,00-0027009,15,Unsportsmanlike Conduct
2156,2009091307,NO,2009-09-13,NO,no_play,Half1,2,DET,00-0020444,5,False Start
2179,2009091307,NO,2009-09-13,NO,no_play,Half1,2,DET,0,15,Unsportsmanlike Conduct
2239,2009091307,DET,2009-09-13,NO,no_play,Half1,2,DET,00-0026356,15,Roughing the Passer
2544,2009091307,NO,2009-09-13,NO,no_play,Half2,3,NO,00-0014724,1,NA
2826,2009091307,DET,2009-09-13,NO,no_play,Half2,3,NO,00-0021267,5,False Start
3003,2009091307,NO,2009-09-13,NO,no_play,Half2,3,DET,00-0023583,5,False Start
3603,2009091307,DET,2009-09-13,NO,run,Half2,4,DET,00-0024224,5,Personal Foul
3659,2009091307,DET,2009-09-13,NO,no_play,Half2,4,NO,00-0026304,10,Offensive Holding
4014,2009091307,NO,2009-09-13,NO,no_play,Half2,4,DET,00-0020445,15,Personal Foul
4174,2009091307,DET,2009-09-13,NO,no_play,Half2,4,NO,00-0024301,10,Offensive Holding
396,2009091308,DAL,2009-09-13,TB,no_play,Half1,1,TB,00-0022725,5,Illegal Shift
1315,2009091308,TB,2009-09-13,TB,no_play,Half1,2,TB,00-0025451,5,Running Into the Kicker
1434,2009091308,TB,2009-09-13,TB,run,Half1,2,DAL,00-0000045,15,Unnecessary Roughness
1679,2009091308,TB,2009-09-13,TB,no_play,Half1,2,TB,00-0025391,5,Defensive Offside
2700,2009091308,DAL,2009-09-13,TB,no_play,Half2,3,DAL,00-0023590,5,Illegal Contact
3676,2009091308,DAL,2009-09-13,TB,no_play,Half2,4,DAL,00-0026165,11,Defensive Pass Interference
430,2009091305,HOU,2009-09-13,HOU,no_play,Half1,1,HOU,00-0022735,5,Defensive Holding
647,2009091305,HOU,2009-09-13,HOU,no_play,Half1,1,NYJ,00-0005058,5,False Start
841,2009091305,HOU,2009-09-13,HOU,no_play,Half1,1,NYJ,00-0024219,15,Unnecessary Roughness
1041,2009091305,HOU,2009-09-13,HOU,no_play,Half1,2,NYJ,00-0020969,5,False Start
1626,2009091305,NYJ,2009-09-13,HOU,no_play,Half1,2,HOU,00-0024313,5,Offensive Holding
1714,2009091305,NYJ,2009-09-13,HOU,no_play,Half1,2,HOU,00-0024281,2,False Start
2242,2009091305,HOU,2009-09-13,HOU,no_play,Half2,3,HOU,00-0005155,5,Illegal Contact
2682,2009091305,HOU,2009-09-13,HOU,no_play,Half2,3,NYJ,00-0024318,10,Offensive Holding
2782,2009091305,NYJ,2009-09-13,HOU,run,Half2,3,NYJ,00-0004472,5,Defensive Holding
2988,2009091305,HOU,2009-09-13,HOU,no_play,Half2,4,NYJ,00-0024219,5,Illegal Motion
3035,2009091305,HOU,2009-09-13,HOU,no_play,Half2,4,NYJ,00-0026898,5,False Start
3079,2009091305,HOU,2009-09-13,HOU,no_play,Half2,4,NYJ,00-0026898,15,Low Block
3220,2009091305,HOU,2009-09-13,HOU,no_play,Half2,4,NYJ,0,5,Illegal Substitution
148,2009091306,JAC,2009-09-13,IND,pass,Half1,1,JAC,00-0023537,15,Personal Foul
973,2009091306,IND,2009-09-13,IND,run,Half1,2,IND,00-0024421,7,NA
1880,2009091306,IND,2009-09-13,IND,no_play,Half2,3,IND,00-0021146,5,Neutral Zone Infraction
2106,2009091306,JAC,2009-09-13,IND,no_play,Half2,3,IND,00-0026345,5,False Start
2527,2009091306,IND,2009-09-13,IND,no_play,Half2,3,JAC,00-0026984,4,False Start
3306,2009091306,JAC,2009-09-13,IND,run,Half2,4,JAC,00-0027046,5,Defensive Holding
304,2009091303,DEN,2009-09-13,CIN,run,Half1,1,CIN,00-0020397,10,Offensive Holding
524,2009091303,DEN,2009-09-13,CIN,no_play,Half1,1,CIN,00-0024670,5,Ineligible Downfield Pass
2157,2009091303,CIN,2009-09-13,CIN,no_play,Half2,3,DEN,00-0021154,5,False Start
2471,2009091303,CIN,2009-09-13,CIN,no_play,Half2,3,CIN,00-0022867,5,Defensive Offside
2547,2009091303,CIN,2009-09-13,CIN,no_play,Half2,3,DEN,00-0027083,5,False Start
2833,2009091303,DEN,2009-09-13,CIN,no_play,Half2,3,CIN,00-0020397,7,Offensive Pass Interference
3075,2009091303,CIN,2009-09-13,CIN,no_play,Half2,4,DEN,00-0020368,10,Offensive Holding
3200,2009091303,CIN,2009-09-13,CIN,no_play,Half2,4,DEN,00-0020368,5,False Start
3223,2009091303,CIN,2009-09-13,CIN,pass,Half2,4,DEN,00-0017638,10,Offensive Holding
146,2009091302,PHI,2009-09-13,CAR,no_play,Half1,1,PHI,00-0019986,15,NA
200,2009091302,PHI,2009-09-13,CAR,no_play,Half1,1,CAR,00-0024369,5,False Start
390,2009091302,PHI,2009-09-13,CAR,no_play,Half1,1,CAR,00-0025446,5,False Start
430,2009091302,PHI,2009-09-13,CAR,no_play,Half1,1,CAR,00-0026159,5,False Start
550,2009091302,CAR,2009-09-13,CAR,no_play,Half1,1,PHI,00-0022531,5,False Start
802,2009091302,CAR,2009-09-13,CAR,no_play,Half1,1,PHI,00-0022531,5,False Start
1296,2009091302,CAR,2009-09-13,CAR,pass,Half1,2,PHI,00-0026189,15,Unsportsmanlike Conduct
1667,2009091302,CAR,2009-09-13,CAR,no_play,Half1,2,CAR,00-0022047,5,Defensive Offside
2858,2009091302,CAR,2009-09-13,CAR,no_play,Half2,3,PHI,00-0022870,5,Illegal Formation
3030,2009091302,PHI,2009-09-13,CAR,no_play,Half2,3,PHI,0,6,Defensive Offside
3351,2009091302,PHI,2009-09-13,CAR,no_play,Half2,4,CAR,00-0025542,10,Offensive Holding
3666,2009091302,CAR,2009-09-13,CAR,no_play,Half2,4,PHI,00-0024156,5,False Start
3916,2009091302,CAR,2009-09-13,CAR,no_play,Half2,4,PHI,00-0022870,5,False Start
530,2009091301,KC,2009-09-13,BAL,pass,Half1,1,BAL,00-0010500,10,Offensive Holding
1044,2009091301,KC,2009-09-13,BAL,no_play,Half1,2,BAL,00-0025787,4,Offensive Holding
1461,2009091301,KC,2009-09-13,BAL,no_play,Half1,2,BAL,00-0026158,5,Delay of Game
1716,2009091301,BAL,2009-09-13,BAL,no_play,Half1,2,KC,00-0026155,5,False Start
2155,2009091301,KC,2009-09-13,BAL,no_play,Half2,3,BAL,00-0024271,10,Offensive Holding
2293,2009091301,BAL,2009-09-13,BAL,no_play,Half2,3,BAL,00-0026211,3,Illegal Use of Hands
2729,2009091301,BAL,2009-09-13,BAL,no_play,Half2,3,KC,00-0023534,5,Delay of Game
3323,2009091301,BAL,2009-09-13,BAL,no_play,Half2,4,BAL,00-0022139,15,Roughing the Passer
3579,2009091301,KC,2009-09-13,BAL,no_play,Half2,4,KC,00-0025469,5,Illegal Use of Hands
173,2009091300,MIA,2009-09-13,ATL,no_play,Half1,1,MIA,00-0020467,2,Defensive Pass Interference
497,2009091300,MIA,2009-09-13,ATL,pass,Half1,1,ATL,00-0025426,15,Personal Foul
884,2009091300,MIA,2009-09-13,ATL,run,Half1,2,ATL,00-0023462,10,Offensive Holding
1348,2009091300,MIA,2009-09-13,ATL,no_play,Half1,2,MIA,00-0016112,5,Defensive Offside
1504,2009091300,ATL,2009-09-13,ATL,no_play,Half1,2,ATL,00-0019546,5,Defensive Delay of Game
2418,2009091300,ATL,2009-09-13,ATL,no_play,Half2,3,MIA,00-0027077,10,Offensive Pass Interference
3318,2009091300,ATL,2009-09-13,ATL,no_play,Half2,4,ATL,00-0019546,5,Defensive Offside
3350,2009091300,ATL,2009-09-13,ATL,no_play,Half2,4,MIA,00-0022890,10,Offensive Holding
97,2009091309,SF,2009-09-13,ARI,no_play,Half1,1,SF,00-0020535,5,Defensive Holding
378,2009091309,SF,2009-09-13,ARI,no_play,Half1,1,ARI,00-0022921,10,Offensive Pass Interference
413,2009091309,SF,2009-09-13,ARI,no_play,Half1,1,ARI,00-0020406,5,False Start
508,2009091309,ARI,2009-09-13,ARI,no_play,Half1,1,ARI,00-0020505,5,Defensive Offside
900,2009091309,ARI,2009-09-13,ARI,no_play,Half1,1,ARI,00-0020505,15,Unnecessary Roughness
1147,2009091309,SF,2009-09-13,ARI,no_play,Half1,1,ARI,00-0019457,5,False Start
1403,2009091309,ARI,2009-09-13,ARI,no_play,Half1,2,ARI,00-0022930,5,Defensive Offside
1832,2009091309,SF,2009-09-13,ARI,no_play,Half1,2,ARI,00-0025932,5,False Start
2384,2009091309,SF,2009-09-13,ARI,no_play,Half1,2,SF,0,11,Unsportsmanlike Conduct
3264,2009091309,SF,2009-09-13,ARI,no_play,Half2,3,ARI,00-0017200,5,Delay of Game
3316,2009091309,SF,2009-09-13,ARI,no_play,Half2,3,SF,00-0024354,5,Defensive Offside
3789,2009091309,ARI,2009-09-13,ARI,no_play,Half2,4,ARI,00-0022930,4,Defensive Offside
4183,2009091309,SF,2009-09-13,ARI,no_play,Half2,4,ARI,00-0023108,5,False Start
4206,2009091309,SF,2009-09-13,ARI,no_play,Half2,4,ARI,00-0020406,10,Offensive Holding
166,2009091311,SEA,2009-09-13,SEA,no_play,Half1,1,STL,00-0023516,5,False Start
454,2009091311,SEA,2009-09-13,SEA,run,Half1,1,STL,00-0023516,15,Unnecessary Roughness
592,2009091311,SEA,2009-09-13,SEA,run,Half1,1,STL,00-0026173,10,Offensive Holding
625,2009091311,SEA,2009-09-13,SEA,no_play,Half1,1,SEA,00-0026981,5,Defensive Offside
986,2009091311,SEA,2009-09-13,SEA,no_play,Half1,1,STL,00-0022875,5,False Start
1238,2009091311,SEA,2009-09-13,SEA,no_play,Half1,2,STL,00-0021236,5,False Start
1261,2009091311,SEA,2009-09-13,SEA,no_play,Half1,2,STL,00-0019599,5,Delay of Game
1418,2009091311,STL,2009-09-13,SEA,pass,Half1,2,STL,00-0009978,15,Unnecessary Roughness
2010,2009091311,STL,2009-09-13,SEA,no_play,Half1,2,STL,0,5,NA
2438,2009091311,SEA,2009-09-13,SEA,no_play,Half2,3,SEA,00-0024278,5,Defensive Offside
2497,2009091311,SEA,2009-09-13,SEA,pass,Half2,3,STL,00-0023516,15,Unnecessary Roughness
3537,2009091311,SEA,2009-09-13,SEA,no_play,Half2,4,STL,00-0026979,5,False Start
3947,2009091311,SEA,2009-09-13,SEA,no_play,Half2,4,SEA,00-0024278,5,Defensive Offside
598,2009091310,WAS,2009-09-13,NYG,run,Half1,1,WAS,00-0025393,12,Personal Foul
2667,2009091310,WAS,2009-09-13,NYG,no_play,Half2,4,NYG,00-0022803,5,Delay of Game
2752,2009091310,WAS,2009-09-13,NYG,no_play,Half2,4,WAS,00-0021149,5,Defensive Offside
2939,2009091310,WAS,2009-09-13,NYG,no_play,Half2,4,NYG,00-0023683,5,False Start
3053,2009091310,WAS,2009-09-13,NYG,no_play,Half2,4,WAS,00-0023444,5,Illegal Contact
3138,2009091310,WAS,2009-09-13,NYG,no_play,Half2,4,NYG,00-0022838,10,Offensive Holding
648,2009091312,GB,2009-09-13,GB,no_play,Half1,1,GB,0,5,Illegal Contact
1175,2009091312,CHI,2009-09-13,GB,no_play,Half1,2,GB,00-0024290,10,Offensive Holding
1591,2009091312,CHI,2009-09-13,GB,run,Half1,2,CHI,00-0021228,15,Unnecessary Roughness
2587,2009091312,GB,2009-09-13,GB,no_play,Half2,3,CHI,00-0026154,5,False Start
2811,2009091312,CHI,2009-09-13,GB,no_play,Half2,3,GB,00-0019702,5,False Start
2874,2009091312,CHI,2009-09-13,GB,no_play,Half2,4,GB,00-0027002,10,Offensive Holding
2971,2009091312,GB,2009-09-13,GB,no_play,Half2,4,CHI,00-0026210,5,Offensive Offside
3135,2009091312,CHI,2009-09-13,GB,no_play,Half2,4,GB,00-0026275,10,Offensive Holding
3303,2009091312,GB,2009-09-13,GB,no_play,Half2,4,GB,00-0006915,5,Illegal Contact
219,2009091400,NE,2009-09-14,NE,no_play,Half1,1,BUF,00-0026359,5,Illegal Formation
346,2009091400,BUF,2009-09-14,NE,no_play,Half1,1,NE,00-0022019,5,False Start
429,2009091400,BUF,2009-09-14,NE,no_play,Half1,1,BUF,00-0021189,5,Defensive Holding
648,2009091400,NE,2009-09-14,NE,no_play,Half1,1,NE,00-0022712,5,Encroachment
695,2009091400,NE,2009-09-14,NE,no_play,Half1,1,BUF,00-0027088,6,False Start
1106,2009091400,BUF,2009-09-14,NE,run,Half1,2,NE,00-0020543,10,Tripping
1576,2009091400,NE,2009-09-14,NE,no_play,Half1,2,BUF,00-0026359,5,Illegal Formation
1851,2009091400,BUF,2009-09-14,NE,no_play,Half1,2,NE,00-0022019,5,False Start
2067,2009091400,NE,2009-09-14,NE,no_play,Half2,3,BUF,00-0027088,10,Offensive Holding
2099,2009091400,NE,2009-09-14,NE,no_play,Half2,3,NE,00-0022712,15,Roughing the Passer
2178,2009091400,NE,2009-09-14,NE,no_play,Half2,3,BUF,00-0026359,5,False Start
2802,2009091400,BUF,2009-09-14,NE,pass,Half2,3,BUF,00-0024223,15,Unnecessary Roughness
3171,2009091400,NE,2009-09-14,NE,no_play,Half2,4,BUF,00-0012478,10,Offensive Pass Interference
3337,2009091400,NE,2009-09-14,NE,pass,Half2,4,NE,00-0019593,15,Roughing the Passer
136,2009091401,SD,2009-09-14,OAK,no_play,Half1,1,SD,00-0023446,5,Defensive Offside
212,2009091401,SD,2009-09-14,OAK,no_play,Half1,1,OAK,00-0018613,5,False Start
712,2009091401,OAK,2009-09-14,OAK,no_play,Half1,1,OAK,00-0020524,5,Encroachment
892,2009091401,SD,2009-09-14,OAK,no_play,Half1,2,OAK,0,5,Illegal Shift
922,2009091401,SD,2009-09-14,OAK,no_play,Half1,2,SD,00-0021381,5,Illegal Contact
2146,2009091401,OAK,2009-09-14,OAK,no_play,Half2,3,SD,00-0021570,5,False Start
2223,2009091401,OAK,2009-09-14,OAK,no_play,Half2,3,SD,00-0023674,10,Offensive Holding
2462,2009091401,OAK,2009-09-14,OAK,no_play,Half2,3,SD,00-0022942,5,Delay of Game
2666,2009091401,OAK,2009-09-14,OAK,no_play,Half2,3,SD,00-0024401,5,False Start
2786,2009091401,OAK,2009-09-14,OAK,no_play,Half2,3,SD,00-0022942,15,Taunting
2809,2009091401,OAK,2009-09-14,OAK,no_play,Half2,3,SD,00-0026061,5,False Start
3592,2009091401,SD,2009-09-14,OAK,no_play,Half2,4,OAK,00-0027089,10,Offensive Pass Interference
3678,2009091401,SD,2009-09-14,OAK,no_play,Half2,4,OAK,00-0018613,5,False Start
3701,2009091401,SD,2009-09-14,OAK,no_play,Half2,4,SD,00-0022723,5,Illegal Use of Hands
3741,2009091401,SD,2009-09-14,OAK,no_play,Half2,4,OAK,00-0018613,10,Offensive Holding
379,2009092000,CAR,2009-09-20,ATL,run,Half1,1,ATL,00-0023180,15,Personal Foul
664,2009092000,CAR,2009-09-20,ATL,no_play,Half1,1,ATL,00-0025426,5,Ineligible Downfield Pass
742,2009092000,CAR,2009-09-20,ATL,no_play,Half1,1,ATL,00-0006101,5,False Start
791,2009092000,ATL,2009-09-20,ATL,no_play,Half1,1,ATL,00-0023195,5,Neutral Zone Infraction
959,2009092000,CAR,2009-09-20,ATL,no_play,Half1,1,CAR,00-0024745,5,Defensive Offside
1301,2009092000,CAR,2009-09-20,ATL,no_play,Half1,2,ATL,0,5,Illegal Shift
2997,2009092000,CAR,2009-09-20,ATL,no_play,Half2,4,CAR,00-0024273,4,Defensive Pass Interference
3164,2009092000,ATL,2009-09-20,ATL,no_play,Half2,4,ATL,00-0026294,5,Defensive Offside
3220,2009092000,ATL,2009-09-20,ATL,no_play,Half2,4,CAR,00-0020337,10,Offensive Pass Interference
3583,2009092000,ATL,2009-09-20,ATL,no_play,Half2,4,CAR,00-0022860,5,False Start
3678,2009092000,ATL,2009-09-20,ATL,no_play,Half2,4,CAR,00-0026159,5,False Start
250,2009092001,MIN,2009-09-20,DET,no_play,Half1,1,DET,0,5,False Start
1226,2009092001,MIN,2009-09-20,DET,run,Half1,2,MIN,00-0022073,15,Unnecessary Roughness
1258,2009092001,MIN,2009-09-20,DET,run,Half1,2,MIN,00-0023893,8,Personal Foul
1646,2009092001,DET,2009-09-20,DET,no_play,Half1,2,MIN,00-0009323,10,Offensive Holding
1762,2009092001,MIN,2009-09-20,DET,run,Half1,2,DET,00-0020444,9,Offensive Holding
2038,2009092001,DET,2009-09-20,DET,no_play,Half2,3,MIN,00-0009323,5,False Start
2083,2009092001,DET,2009-09-20,DET,no_play,Half2,3,DET,00-0021096,5,Illegal Contact
2909,2009092001,DET,2009-09-20,DET,no_play,Half2,4,MIN,00-0027030,5,False Start
3035,2009092001,MIN,2009-09-20,DET,no_play,Half2,4,DET,00-0026157,11,Chop Block
3524,2009092001,MIN,2009-09-20,DET,pass,Half2,4,DET,00-0019650,10,Illegal Block Above the Waist
648,2009092008,WAS,2009-09-20,WAS,no_play,Half1,1,WAS,00-0027159,15,Roughing the Passer
773,2009092008,WAS,2009-09-20,WAS,no_play,Half1,1,STL,00-0019599,5,Delay of Game
1189,2009092008,STL,2009-09-20,WAS,no_play,Half1,2,WAS,00-0022132,5,False Start
1364,2009092008,WAS,2009-09-20,WAS,run,Half1,2,STL,0,10,Illegal Block Above the Waist
1425,2009092008,WAS,2009-09-20,WAS,run,Half1,2,WAS,00-0024410,5,Defensive Holding
1688,2009092008,STL,2009-09-20,WAS,no_play,Half1,2,WAS,00-0022132,5,False Start
1970,2009092008,WAS,2009-09-20,WAS,no_play,Half1,2,STL,00-0023454,10,Offensive Holding
2612,2009092008,WAS,2009-09-20,WAS,no_play,Half2,3,STL,00-0023752,5,False Start
2684,2009092008,WAS,2009-09-20,WAS,no_play,Half2,3,STL,00-0023454,10,Offensive Holding
3143,2009092008,WAS,2009-09-20,WAS,no_play,Half2,4,STL,00-0023074,5,False Start
3676,2009092008,STL,2009-09-20,WAS,no_play,Half2,4,WAS,00-0023460,5,Delay of Game
142,2009092007,TEN,2009-09-20,TEN,no_play,Half1,1,HOU,00-0021178,5,False Start
165,2009092007,TEN,2009-09-20,TEN,no_play,Half1,1,HOU,00-0023633,5,False Start
388,2009092007,HOU,2009-09-20,TEN,no_play,Half1,1,TEN,00-0027006,5,False Start
939,2009092007,TEN,2009-09-20,TEN,no_play,Half1,1,HOU,00-0026166,5,False Start
962,2009092007,TEN,2009-09-20,TEN,no_play,Half1,1,TEN,00-0009056,5,Defensive Offside
1605,2009092007,HOU,2009-09-20,TEN,no_play,Half1,2,TEN,00-0022755,10,Offensive Holding
1661,2009092007,HOU,2009-09-20,TEN,no_play,Half1,2,TEN,00-0022755,5,False Start
2157,2009092007,HOU,2009-09-20,TEN,no_play,Half1,2,HOU,00-0026991,5,Defensive Holding
2610,2009092007,HOU,2009-09-20,TEN,run,Half2,3,HOU,00-0024648,5,Illegal Use of Hands
2941,2009092007,TEN,2009-09-20,TEN,run,Half2,3,HOU,00-0022397,15,Unnecessary Roughness
3198,2009092007,TEN,2009-09-20,TEN,no_play,Half2,3,TEN,00-0019733,14,Defensive Pass Interference
611,2009092006,NO,2009-09-20,PHI,no_play,Half1,1,PHI,00-0026189,5,False Start
703,2009092006,NO,2009-09-20,PHI,no_play,Half1,1,PHI,00-0021654,5,Illegal Shift
1212,2009092006,PHI,2009-09-20,PHI,no_play,Half1,2,NO,00-0024323,5,False Start
1529,2009092006,NO,2009-09-20,PHI,no_play,Half1,2,PHI,00-0024156,5,False Start
3493,2009092006,PHI,2009-09-20,PHI,no_play,Half2,4,NO,0,5,Delay of Game
4089,2009092006,PHI,2009-09-20,PHI,no_play,Half2,4,NO,00-0024301,3,False Start
104,2009092005,NYJ,2009-09-20,NYJ,no_play,Half1,1,NYJ,0,6,NA
320,2009092005,NE,2009-09-20,NYJ,no_play,Half1,1,NYJ,00-0018234,2,False Start
526,2009092005,NYJ,2009-09-20,NYJ,no_play,Half1,1,NE,00-0020457,10,Offensive Holding
584,2009092005,NYJ,2009-09-20,NYJ,no_play,Half1,1,NE,00-0021213,10,Offensive Holding
1080,2009092005,NYJ,2009-09-20,NYJ,no_play,Half1,2,NYJ,00-0020873,15,Personal Foul
1156,2009092005,NYJ,2009-09-20,NYJ,no_play,Half1,2,NYJ,00-0021157,5,Illegal Contact
1211,2009092005,NYJ,2009-09-20,NYJ,no_play,Half1,2,NE,00-0019596,5,Delay of Game
1775,2009092005,NYJ,2009-09-20,NYJ,no_play,Half1,2,NE,00-0005720,5,Illegal Formation
2043,2009092005,NE,2009-09-20,NYJ,no_play,Half1,2,NYJ,00-0018234,5,False Start
2785,2009092005,NYJ,2009-09-20,NYJ,no_play,Half2,3,NE,00-0019596,5,Delay of Game
2822,2009092005,NYJ,2009-09-20,NYJ,no_play,Half2,3,NE,00-0019596,5,Delay of Game
2867,2009092005,NYJ,2009-09-20,NYJ,no_play,Half2,3,NE,00-0011754,15,NA
2916,2009092005,NE,2009-09-20,NYJ,no_play,Half2,3,NYJ,00-0026170,7,Offensive Holding
3427,2009092005,NYJ,2009-09-20,NYJ,no_play,Half2,4,NYJ,00-0020380,5,Encroachment
3521,2009092005,NYJ,2009-09-20,NYJ,no_play,Half2,4,NE,00-0006799,5,Delay of Game
3737,2009092005,NYJ,2009-09-20,NYJ,no_play,Half2,4,NE,00-0022943,10,Offensive Holding
459,2009092004,OAK,2009-09-20,KC,no_play,Half1,1,OAK,00-0004851,5,Defensive Offside
904,2009092004,OAK,2009-09-20,KC,no_play,Half1,1,KC,00-0006072,5,False Start
1285,2009092004,KC,2009-09-20,KC,no_play,Half1,2,KC,00-0026280,5,Illegal Use of Hands
1414,2009092004,KC,2009-09-20,KC,no_play,Half1,2,OAK,00-0027089,5,Illegal Motion
1814,2009092004,OAK,2009-09-20,KC,pass,Half1,2,OAK,00-0020524,15,NA
1849,2009092004,OAK,2009-09-20,KC,no_play,Half1,2,KC,00-0026155,10,Offensive Holding
2005,2009092004,OAK,2009-09-20,KC,no_play,Half1,2,OAK,00-0021949,5,Illegal Use of Hands
2137,2009092004,OAK,2009-09-20,KC,no_play,Half2,3,KC,00-0023299,5,Ineligible Downfield Pass
2479,2009092004,OAK,2009-09-20,KC,pass,Half2,3,KC,00-0022144,10,Illegal Block Above the Waist
2538,2009092004,OAK,2009-09-20,KC,no_play,Half2,3,KC,00-0024188,10,Offensive Holding
2613,2009092004,OAK,2009-09-20,KC,no_play,Half2,3,KC,00-0026155,5,False Start
2979,2009092004,OAK,2009-09-20,KC,no_play,Half2,4,KC,00-0026155,5,False Start
3666,2009092004,KC,2009-09-20,KC,no_play,Half2,4,OAK,00-0025425,5,False Start
3718,2009092004,KC,2009-09-20,KC,no_play,Half2,4,OAK,00-0027089,5,False Start
3741,2009092004,KC,2009-09-20,KC,pass,Half2,4,KC,00-0026105,15,Personal Foul
3856,2009092004,KC,2009-09-20,KC,no_play,Half2,4,OAK,00-0018613,5,False Start
627,2009092003,JAC,2009-09-20,JAC,no_play,Half1,1,ARI,00-0025392,5,Illegal Touch Pass
821,2009092003,ARI,2009-09-20,JAC,no_play,Half1,2,JAC,00-0022089,5,False Start
865,2009092003,ARI,2009-09-20,JAC,no_play,Half1,2,JAC,00-0020461,5,False Start
1047,2009092003,ARI,2009-09-20,JAC,no_play,Half1,2,JAC,00-0022874,15,Unsportsmanlike Conduct
1154,2009092003,ARI,2009-09-20,JAC,no_play,Half1,2,JAC,00-0023784,5,Illegal Motion
1390,2009092003,JAC,2009-09-20,JAC,no_play,Half1,2,ARI,00-0024256,10,Offensive Holding
1615,2009092003,ARI,2009-09-20,JAC,no_play,Half1,2,ARI,00-0021941,5,Defensive Offside
2404,2009092003,JAC,2009-09-20,JAC,no_play,Half2,3,JAC,00-0021144,5,Defensive Offside
2475,2009092003,JAC,2009-09-20,JAC,no_play,Half2,3,ARI,00-0025392,5,False Start
2560,2009092003,ARI,2009-09-20,JAC,no_play,Half2,3,JAC,00-0027015,5,False Start
2904,2009092003,ARI,2009-09-20,JAC,no_play,Half2,3,ARI,00-0019538,18,Defensive Pass Interference
3213,2009092003,JAC,2009-09-20,JAC,no_play,Half2,4,ARI,00-0023108,10,Offensive Holding
3984,2009092003,JAC,2009-09-20,JAC,no_play,Half2,4,JAC,0,5,NA
4103,2009092003,JAC,2009-09-20,JAC,no_play,Half2,4,ARI,00-0022954,5,Delay of Game
101,2009092002,CIN,2009-09-20,GB,no_play,Half1,1,CIN,00-0022167,11,Defensive Pass Interference
259,2009092002,GB,2009-09-20,GB,no_play,Half1,1,CIN,00-0024607,5,False Start
379,2009092002,GB,2009-09-20,GB,pass,Half1,1,GB,00-0006915,15,Illegal Use of Hands
625,2009092002,CIN,2009-09-20,GB,pass,Half1,1,CIN,00-0024356,7,Roughing the Passer
974,2009092002,GB,2009-09-20,GB,no_play,Half1,2,CIN,00-0020397,5,False Start
997,2009092002,GB,2009-09-20,GB,no_play,Half1,2,CIN,00-0024270,10,Offensive Holding
1097,2009092002,GB,2009-09-20,GB,no_play,Half1,2,GB,00-0025579,10,Offensive Holding
1190,2009092002,CIN,2009-09-20,GB,no_play,Half1,2,GB,00-0023918,5,False Start
1243,2009092002,GB,2009-09-20,GB,no_play,Half1,2,CIN,00-0023514,5,False Start
1468,2009092002,CIN,2009-09-20,GB,no_play,Half1,2,GB,00-0019702,5,False Start
1513,2009092002,CIN,2009-09-20,GB,no_play,Half1,2,GB,00-0023918,5,False Start
1754,2009092002,GB,2009-09-20,GB,no_play,Half1,2,CIN,00-0024270,10,Offensive Holding
